model,dependent_variable,nobs,r_squared,adj_r_squared,aic,bic,durbin_watson,f_statistic,f_p_value
lag1_hac_ols,npl_ratio_qoq_change_pp,17,0.151613,-0.131182,-82.62798,-78.461913,2.771779,3.858515,0.030646
